id	type	origin	dest	ast	demand
752	111	9011	9003	1	5.45739
753	121	9011	9004	0	16.96598
754	121	9011	9004	1	16.96598
755	111	9011	9004	0	25.44897
756	111	9011	9004	1	25.44897
757	121	9011	9006	0	6.429080000000001
758	121	9011	9006	1	6.429080000000001
759	111	9011	9006	0	9.64362
760	111	9011	9006	1	9.64362
761	121	9011	9007	0	7.095680000000001
762	121	9011	9007	1	7.095680000000001
763	111	9011	9007	0	10.64352
764	111	9011	9007	1	10.64352
765	121	9011	9008	0	10.172740000000001
766	121	9011	9008	1	10.172740000000001
767	111	9011	9008	0	15.25911
768	111	9011	9008	1	15.25911
769	121	9011	9009	0	16.198980000000002
770	121	9011	9009	1	16.198980000000002
771	111	9011	9009	0	24.29847
772	111	9011	9009	1	24.29847
773	121	9011	9010	0	86.379
774	121	9011	9010	1	86.379
775	111	9011	9010	0	129.5685
776	111	9011	9010	1	129.5685
777	121	9011	9012	0	17.18776
778	121	9011	9012	1	17.18776
779	111	9011	9012	0	25.78164
780	111	9011	9012	1	25.78164
781	121	9011	9013	0	17.962440000000008
782	121	9011	9013	1	17.962440000000008
783	111	9011	9013	0	26.94366000000001
784	111	9011	9013	1	26.94366000000001
785	121	9011	9014	0	27.8294
786	121	9011	9014	1	27.8294
787	111	9011	9014	0	41.744099999999996
788	111	9011	9014	1	41.744099999999996
789	121	9011	9015	0	17.24822
790	121	9011	9015	1	17.24822
791	111	9011	9015	0	25.87233
792	111	9011	9015	1	25.87233
793	121	9011	9016	0	23.858400000000003
794	121	9011	9016	1	23.858400000000003
795	111	9011	9016	0	35.7876
796	111	9011	9016	1	35.7876
797	121	9011	9017	0	20.0308
798	121	9011	9017	1	20.0308
799	111	9011	9017	0	30.0462
800	111	9011	9017	1	30.0462
801	121	9011	9019	0	8.933400000000002
802	121	9011	9019	1	8.933400000000002
803	111	9011	9019	0	13.400100000000002
804	111	9011	9019	1	13.400100000000002
805	121	9011	9020	0	11.942520000000002
806	121	9011	9020	1	11.942520000000002
807	111	9011	9020	0	17.91378
808	111	9011	9020	1	17.91378
809	121	9011	9021	0	6.721680000000001
810	121	9011	9021	1	6.721680000000001
811	111	9011	9021	0	10.08252
812	111	9011	9021	1	10.08252
813	121	9011	9022	0	17.264540000000004
814	121	9011	9022	1	17.264540000000004
815	111	9011	9022	0	25.896810000000002
816	111	9011	9022	1	25.896810000000002
817	121	9011	9023	0	16.334860000000003
818	121	9011	9023	1	16.334860000000003
819	111	9011	9023	0	24.50229
820	111	9011	9023	1	24.50229
821	121	9011	9024	0	10.695480000000002
822	121	9011	9024	1	10.695480000000002
823	111	9011	9024	0	16.04322
824	111	9011	9024	1	16.04322
825	121	9012	9001	0	11.971240000000002
826	121	9012	9001	1	11.971240000000002
827	111	9012	9001	0	17.95686
828	111	9012	9001	1	17.95686
829	121	9012	9002	0	2.743080000000001
830	121	9012	9002	1	2.743080000000001
831	111	9012	9002	0	4.11462
832	111	9012	9002	1	4.11462
833	121	9012	9003	0	1.9830860000000001
834	121	9012	9003	1	1.9830860000000001
835	111	9012	9003	0	2.974629
836	111	9012	9003	1	2.974629
837	121	9012	9004	0	13.839640000000001
838	121	9012	9004	1	13.839640000000001
839	111	9012	9004	0	20.75946
840	111	9012	9004	1	20.75946
841	121	9012	9005	0	18.8002
842	121	9012	9005	1	18.8002
843	111	9012	9005	0	28.200300000000002
844	111	9012	9005	1	28.200300000000002
845	121	9012	9006	0	4.10676
846	121	9012	9006	1	4.10676
847	111	9012	9006	0	6.160139999999999
848	111	9012	9006	1	6.160139999999999
849	121	9012	9007	0	3.2701200000000004
850	121	9012	9007	1	3.2701200000000004
851	111	9012	9007	0	4.90518
852	111	9012	9007	1	4.90518
853	121	9012	9008	0	5.9853000000000005
854	121	9012	9008	1	5.9853000000000005
855	111	9012	9008	0	8.97795
856	111	9012	9008	1	8.97795
857	121	9012	9009	0	6.560160000000001
858	121	9012	9009	1	6.560160000000001
859	111	9012	9009	0	9.84024
860	111	9012	9009	1	9.84024
861	121	9012	9010	0	17.128000000000007
862	121	9012	9010	1	17.128000000000007
863	111	9012	9010	0	25.692000000000007
864	111	9012	9010	1	25.692000000000007
865	121	9012	9011	0	16.729920000000003
866	121	9012	9011	1	16.729920000000003
867	111	9012	9011	0	25.09488
868	111	9012	9011	1	25.09488
869	121	9012	9013	0	45.823200000000014
870	121	9012	9013	1	45.823200000000014
871	111	9012	9013	0	68.7348
872	111	9012	9013	1	68.7348
873	121	9012	9014	0	6.7458
874	121	9012	9014	1	6.7458
875	111	9012	9014	0	10.118699999999999
876	111	9012	9014	1	10.118699999999999
877	121	9012	9015	0	5.18998
878	121	9012	9015	1	5.18998
879	111	9012	9015	0	7.7849699999999995
880	111	9012	9015	1	7.7849699999999995
881	121	9012	9016	0	8.092520000000004
882	121	9012	9016	1	8.092520000000004
883	111	9012	9016	0	12.138780000000004
884	111	9012	9016	1	12.138780000000004
885	121	9012	9017	0	7.3505
886	121	9012	9017	1	7.3505
887	111	9012	9017	0	11.025749999999999
888	111	9012	9017	1	11.025749999999999
889	121	9012	9018	0	12.126820000000002
890	121	9012	9018	1	12.126820000000002
891	111	9012	9018	0	18.19023
892	111	9012	9018	1	18.19023
893	121	9012	9019	0	2.864440000000001
894	121	9012	9019	1	2.864440000000001
895	111	9012	9019	0	4.296660000000001
896	111	9012	9019	1	4.296660000000001
897	121	9012	9020	0	5.399760000000001
898	121	9012	9020	1	5.399760000000001
899	111	9012	9020	0	8.099639999999999
900	111	9012	9020	1	8.099639999999999
901	121	9012	9021	0	3.8694000000000006
902	121	9012	9021	1	3.8694000000000006
903	111	9012	9021	0	5.8041
904	111	9012	9021	1	5.8041
905	121	9012	9022	0	7.506260000000001
906	121	9012	9022	1	7.506260000000001
907	111	9012	9022	0	11.25939
908	111	9012	9022	1	11.25939
909	121	9012	9023	0	8.484080000000002
910	121	9012	9023	1	8.484080000000002
911	111	9012	9023	0	12.726120000000002
912	111	9012	9023	1	12.726120000000002
913	121	9012	9024	0	5.82972
914	121	9012	9024	1	5.82972
915	111	9012	9024	0	8.74458
916	111	9012	9024	1	8.74458
917	121	9013	9001	0	11.64084
918	121	9013	9001	1	11.64084
919	111	9013	9001	0	17.46126
920	111	9013	9001	1	17.46126
921	121	9013	9002	0	3.6626
922	121	9013	9002	1	3.6626
923	111	9013	9002	0	5.493899999999999
924	111	9013	9002	1	5.493899999999999
925	121	9013	9003	0	2.6478200000000003
926	121	9013	9003	1	2.6478200000000003
927	111	9013	9003	0	3.97173
928	111	9013	9003	1	3.97173
929	121	9013	9004	0	13.47756
930	121	9013	9004	1	13.47756
931	111	9013	9004	0	20.21634
932	111	9013	9004	1	20.21634
933	121	9013	9006	0	4.75208
934	121	9013	9006	1	4.75208
935	111	9013	9006	0	7.12812
936	111	9013	9006	1	7.12812
937	121	9013	9007	0	4.05968
938	121	9013	9007	1	4.05968
939	111	9013	9007	0	6.08952
940	111	9013	9007	1	6.08952
941	121	9013	9008	0	7.33308
942	121	9013	9008	1	7.33308
943	111	9013	9008	0	10.999619999999998
944	111	9013	9008	1	10.999619999999998
945	121	9013	9009	0	7.2791200000000025
946	121	9013	9009	1	7.2791200000000025
947	111	9013	9009	0	10.918680000000002
948	111	9013	9009	1	10.918680000000002
949	121	9013	9010	0	19.67902
950	121	9013	9010	1	19.67902
951	111	9013	9010	0	29.51853
952	111	9013	9010	1	29.51853
953	121	9013	9011	0	17.86982
954	121	9013	9011	1	17.86982
955	111	9013	9011	0	26.804730000000003
956	111	9013	9011	1	26.804730000000003
957	121	9013	9012	0	49.7208
958	121	9013	9012	1	49.7208
959	111	9013	9012	0	74.5812
960	111	9013	9012	1	74.5812
961	121	9013	9014	0	8.58466
962	121	9013	9014	1	8.58466
963	111	9013	9014	0	12.87699
964	111	9013	9014	1	12.87699
965	121	9013	9015	0	7.73454
966	121	9013	9015	1	7.73454
967	111	9013	9015	0	11.601809999999999
968	111	9013	9015	1	11.601809999999999
969	121	9013	9016	0	10.605640000000001
970	121	9013	9016	1	10.605640000000001
971	111	9013	9016	0	15.908459999999998
972	111	9013	9016	1	15.908459999999998
973	121	9013	9017	0	10.030380000000001
974	121	9013	9017	1	10.030380000000001
975	111	9013	9017	0	15.045569999999998
976	111	9013	9017	1	15.045569999999998
977	121	9013	9019	0	4.43512
978	121	9013	9019	1	4.43512
979	111	9013	9019	0	6.652679999999999
980	111	9013	9019	1	6.652679999999999
981	121	9013	9020	0	8.2499
982	121	9013	9020	1	8.2499
983	111	9013	9020	0	12.374849999999999
984	111	9013	9020	1	12.374849999999999
985	121	9013	9021	0	6.6414599999999995
986	121	9013	9021	1	6.6414599999999995
987	111	9013	9021	0	9.962189999999998
988	111	9013	9021	1	9.962189999999998
989	121	9013	9022	0	12.191820000000003
990	121	9013	9022	1	12.191820000000003
991	111	9013	9022	0	18.287730000000003
992	111	9013	9022	1	18.287730000000003
993	121	9013	9023	0	15.180380000000007
994	121	9013	9023	1	15.180380000000007
995	111	9013	9023	0	22.770570000000006
996	111	9013	9023	1	22.770570000000006
997	121	9013	9024	0	7.783880000000001
998	121	9013	9024	1	7.783880000000001
999	111	9013	9024	0	11.67582
1000	111	9013	9024	1	11.67582
1001	121	9014	9001	0	4.18712
1002	121	9014	9001	1	4.18712
1003	111	9014	9001	0	6.28068
1004	111	9014	9001	1	6.28068
1005	121	9014	9002	0	3.34922
1006	121	9014	9002	1	3.34922
1007	111	9014	9002	0	5.023829999999999
1008	111	9014	9002	1	5.023829999999999
1009	121	9014	9003	0	2.4212800000000003
1010	121	9014	9003	1	2.4212800000000003
1011	111	9014	9003	0	3.63192
1012	111	9014	9003	1	3.63192
1013	121	9014	9004	0	6.768160000000001
1014	121	9014	9004	1	6.768160000000001
1015	111	9014	9004	0	10.15224
1016	111	9014	9004	1	10.15224
1017	121	9014	9006	0	2.99542
1018	121	9014	9006	1	2.99542
1019	111	9014	9006	0	4.49313
1020	111	9014	9006	1	4.49313
1021	121	9014	9007	0	4.3681399999999995
1022	121	9014	9007	1	4.3681399999999995
1023	111	9014	9007	0	6.55221
1024	111	9014	9007	1	6.55221
1025	121	9014	9008	0	6.423080000000001
1026	121	9014	9008	1	6.423080000000001
1027	111	9014	9008	0	9.63462
1028	111	9014	9008	1	9.63462
1029	121	9014	9009	0	6.355080000000001
1030	121	9014	9009	1	6.355080000000001
1031	111	9014	9009	0	9.53262
1032	111	9014	9009	1	9.53262
1033	121	9014	9010	0	26.2724
1034	121	9014	9010	1	26.2724
1035	111	9014	9010	0	39.4086
1036	111	9014	9010	1	39.4086
1037	121	9014	9011	0	30.556200000000004
1038	121	9014	9011	1	30.556200000000004
1039	111	9014	9011	0	45.8343
1040	111	9014	9011	1	45.8343
1041	121	9014	9012	0	6.8600200000000005
1042	121	9014	9012	1	6.8600200000000005
1043	111	9014	9012	0	10.29003
1044	111	9014	9012	1	10.29003
1045	121	9014	9013	0	8.44888
1046	121	9014	9013	1	8.44888
1047	111	9014	9013	0	12.673319999999999
1048	111	9014	9013	1	12.673319999999999
1049	121	9014	9015	0	16.83998
1050	121	9014	9015	1	16.83998
1051	111	9014	9015	0	25.25997
1052	111	9014	9015	1	25.25997
1053	121	9014	9016	0	13.83688
1054	121	9014	9016	1	13.83688
1055	111	9014	9016	0	20.755319999999998
1056	111	9014	9016	1	20.755319999999998
1057	121	9014	9017	0	15.563540000000001
1058	121	9014	9017	1	15.563540000000001
1059	111	9014	9017	0	23.34531
1060	111	9014	9017	1	23.34531
1061	121	9014	9019	0	8.272260000000001
1062	121	9014	9019	1	8.272260000000001
1063	111	9014	9019	0	12.408389999999999
1064	111	9014	9019	1	12.408389999999999
1065	121	9014	9020	0	9.89028
1066	121	9014	9020	1	9.89028
1067	111	9014	9020	0	14.83542
1068	111	9014	9020	1	14.83542
1069	121	9014	9021	0	5.9123
1070	121	9014	9021	1	5.9123
1071	111	9014	9021	0	8.86845
1072	111	9014	9021	1	8.86845
1073	121	9014	9022	0	16.29008
1074	121	9014	9022	1	16.29008
1075	111	9014	9022	0	24.43512
1076	111	9014	9022	1	24.43512
1077	121	9014	9023	0	22.845400000000005
1078	121	9014	9023	1	22.845400000000005
1079	111	9014	9023	0	34.268100000000004
1080	111	9014	9023	1	34.268100000000004
1081	121	9014	9024	0	7.117900000000002
1082	121	9014	9024	1	7.117900000000002
1083	111	9014	9024	0	10.676850000000002
1084	111	9014	9024	1	10.676850000000002
1085	121	9015	9001	0	4.05184
1086	121	9015	9001	1	4.05184
1087	111	9015	9001	0	6.07776
1088	111	9015	9001	1	6.07776
1089	121	9015	9002	0	2.9953000000000003
1090	121	9015	9002	1	2.9953000000000003
1091	111	9015	9002	0	4.4929499999999996
1092	111	9015	9002	1	4.4929499999999996
1093	121	9015	9003	0	2.16542
1094	121	9015	9003	1	2.16542
1095	111	9015	9003	0	3.2481299999999997
1096	111	9015	9003	1	3.2481299999999997
1097	121	9015	9004	0	7.01674
1098	121	9015	9004	1	7.01674
1099	111	9015	9004	0	10.52511
1100	111	9015	9004	1	10.52511
1101	121	9015	9006	0	3.37782
1102	121	9015	9006	1	3.37782
1103	111	9015	9006	0	5.06673
1104	111	9015	9006	1	5.06673
1105	121	9015	9007	0	6.474540000000001
1106	121	9015	9007	1	6.474540000000001
1107	111	9015	9007	0	9.71181
1108	111	9015	9007	1	9.71181
1109	121	9015	9008	0	8.377120000000001
1110	121	9015	9008	1	8.377120000000001
1111	111	9015	9008	0	12.56568
1112	111	9015	9008	1	12.56568
1113	121	9015	9009	0	11.448680000000003
1114	121	9015	9009	1	11.448680000000003
1115	111	9015	9009	0	17.17302
1116	111	9015	9009	1	17.17302
1117	121	9015	9010	0	56.964800000000004
1118	121	9015	9010	1	56.964800000000004
1119	111	9015	9010	0	85.4472
1120	111	9015	9010	1	85.4472
1121	121	9015	9011	0	17.48188
1122	121	9015	9011	1	17.48188
1123	111	9015	9011	0	26.222820000000002
1124	111	9015	9011	1	26.222820000000002
1125	121	9015	9012	0	4.96472
1126	121	9015	9012	1	4.96472
1127	111	9015	9012	0	7.44708
1128	111	9015	9012	1	7.44708
1129	121	9015	9013	0	6.53246
1130	121	9015	9013	1	6.53246
1131	111	9015	9013	0	9.79869
1132	111	9015	9013	1	9.79869
1133	121	9015	9014	0	14.798300000000005
1134	121	9015	9014	1	14.798300000000005
1135	111	9015	9014	0	22.197450000000003
1136	111	9015	9014	1	22.197450000000003
1137	121	9015	9016	0	21.5402
1138	121	9015	9016	1	21.5402
1139	111	9015	9016	0	32.3103
1140	111	9015	9016	1	32.3103
1141	121	9015	9017	0	28.028
1142	121	9015	9017	1	28.028
1143	111	9015	9017	0	42.041999999999994
1144	111	9015	9017	1	42.041999999999994
1145	121	9015	9018	0	13.24178
1146	121	9015	9018	1	13.24178
1147	111	9015	9018	0	19.862669999999998
1148	111	9015	9018	1	19.862669999999998
1149	121	9015	9019	0	31.5558
1150	121	9015	9019	1	31.5558
1151	111	9015	9019	0	47.3337
1152	111	9015	9019	1	47.3337
1153	121	9015	9020	0	17.219
1154	121	9015	9020	1	17.219
1155	111	9015	9020	0	25.8285
1156	111	9015	9020	1	25.8285
1157	121	9015	9021	0	11.826140000000002
1158	121	9015	9021	1	11.826140000000002
1159	111	9015	9021	0	17.73921
1160	111	9015	9021	1	17.73921
1161	121	9015	9022	0	52.369600000000005
1162	121	9015	9022	1	52.369600000000005
1163	111	9015	9022	0	78.5544
1164	111	9015	9022	1	78.5544
1165	121	9015	9023	0	13.582
1166	121	9015	9023	1	13.582
1167	111	9015	9023	0	20.372999999999998
1168	111	9015	9023	1	20.372999999999998
1169	121	9015	9024	0	6.3657
1170	121	9015	9024	1	6.3657
1171	111	9015	9024	0	9.548549999999999
1172	111	9015	9024	1	9.548549999999999
1173	121	9016	9001	0	6.69832
1174	121	9016	9001	1	6.69832
1175	111	9016	9001	0	10.047479999999998
1176	111	9016	9001	1	10.047479999999998
1177	121	9016	9002	0	5.46172
1178	121	9016	9002	1	5.46172
1179	111	9016	9002	0	8.19258
1180	111	9016	9002	1	8.19258
1181	121	9016	9003	0	3.948500000000001
1182	121	9016	9003	1	3.948500000000001
1183	111	9016	9003	0	5.922750000000001
1184	111	9016	9003	1	5.922750000000001
1185	121	9016	9004	0	10.271040000000001
1186	121	9016	9004	1	10.271040000000001
1187	111	9016	9004	0	15.40656
1188	111	9016	9004	1	15.40656
1189	121	9016	9006	0	11.994700000000002
1190	121	9016	9006	1	11.994700000000002
1191	111	9016	9006	0	17.99205
1192	111	9016	9006	1	17.99205
1193	121	9016	9007	0	40.63600000000001
1194	121	9016	9007	1	40.63600000000001
1195	111	9016	9007	0	60.95400000000001
1196	111	9016	9007	1	60.95400000000001
1197	121	9016	9008	0	38.0356
1198	121	9016	9008	1	38.0356
1199	111	9016	9008	0	57.053399999999996
1200	111	9016	9008	1	57.053399999999996
1201	121	9016	9009	0	14.5058
1202	121	9016	9009	1	14.5058
1203	111	9016	9009	0	21.758699999999997
1204	111	9016	9009	1	21.758699999999997
1205	121	9016	9010	0	66.0938
1206	121	9016	9010	1	66.0938
1207	111	9016	9010	0	99.1407
1208	111	9016	9010	1	99.1407
1209	121	9016	9011	0	23.9938
1210	121	9016	9011	1	23.9938
1211	111	9016	9011	0	35.9907
1212	111	9016	9011	1	35.9907
1213	121	9016	9012	0	7.71184
1214	121	9016	9012	1	7.71184
1215	111	9016	9012	0	11.567759999999998
1216	111	9016	9012	1	11.567759999999998
1217	121	9016	9013	0	9.654760000000001
1218	121	9016	9013	1	9.654760000000001
1219	111	9016	9013	0	14.48214
1220	111	9016	9013	1	14.48214
1221	121	9016	9014	0	8.62704
1222	121	9016	9014	1	8.62704
1223	111	9016	9014	0	12.94056
1224	111	9016	9014	1	12.94056
1225	121	9016	9015	0	14.555000000000001
1226	121	9016	9015	1	14.555000000000001
1227	111	9016	9015	0	21.8325
1228	111	9016	9015	1	21.8325
1229	121	9016	9017	0	33.0342
1230	121	9016	9017	1	33.0342
1231	111	9016	9017	0	49.5513
1232	111	9016	9017	1	49.5513
1233	121	9016	9018	0	24.1456
1234	121	9016	9018	1	24.1456
1235	111	9016	9018	0	36.218399999999995
1236	111	9016	9018	1	36.218399999999995
1237	121	9016	9019	0	9.98732
1238	121	9016	9019	1	9.98732
1239	111	9016	9019	0	14.980979999999999
1240	111	9016	9019	1	14.980979999999999
1241	121	9016	9020	0	51.6352
1242	121	9016	9020	1	51.6352
1243	111	9016	9020	0	77.4528
1244	111	9016	9020	1	77.4528
1245	121	9016	9021	0	7.91886
1246	121	9016	9021	1	7.91886
1247	111	9016	9021	0	11.878289999999998
1248	111	9016	9021	1	11.878289999999998
1249	121	9016	9022	0	18.561940000000003
1250	121	9016	9022	1	18.561940000000003
1251	111	9016	9022	0	27.84291
1252	111	9016	9022	1	27.84291
1253	121	9016	9023	0	10.090500000000002
1254	121	9016	9023	1	10.090500000000002
1255	111	9016	9023	0	15.135750000000002
1256	111	9016	9023	1	15.135750000000002
1257	121	9017	9001	0	6.274680000000002
1258	121	9017	9001	1	6.274680000000002
1259	111	9017	9001	0	9.412020000000002
1260	111	9017	9001	1	9.412020000000002
1261	121	9017	9002	0	7.4061200000000005
1262	121	9017	9002	1	7.4061200000000005
1263	111	9017	9002	0	11.10918
1264	111	9017	9002	1	11.10918
1265	121	9017	9003	0	5.35416
1266	121	9017	9003	1	5.35416
1267	111	9017	9003	0	8.03124
1268	111	9017	9003	1	8.03124
1269	121	9017	9004	0	8.854560000000003
1270	121	9017	9004	1	8.854560000000003
1271	111	9017	9004	0	13.281840000000003
1272	111	9017	9004	1	13.281840000000003
1273	121	9017	9006	0	7.4038200000000005
1274	121	9017	9006	1	7.4038200000000005
1275	111	9017	9006	0	11.10573
1276	111	9017	9006	1	11.10573
1277	121	9017	9007	0	13.542500000000002
1278	121	9017	9007	1	13.542500000000002
1279	111	9017	9007	0	20.313750000000002
1280	111	9017	9007	1	20.313750000000002
1281	121	9017	9008	0	18.985200000000003
1282	121	9017	9008	1	18.985200000000003
1283	111	9017	9008	0	28.4778
1284	111	9017	9008	1	28.4778
1285	121	9017	9009	0	11.260080000000002
1286	121	9017	9009	1	11.260080000000002
1287	111	9017	9009	0	16.89012
1288	111	9017	9009	1	16.89012
1289	121	9017	9010	0	42.90219999999999
1290	121	9017	9010	1	42.90219999999999
1291	111	9017	9010	0	64.35329999999999
1292	111	9017	9010	1	64.35329999999999
1293	121	9017	9011	0	18.84322
1294	121	9017	9011	1	18.84322
1295	111	9017	9011	0	28.26483
1296	111	9017	9011	1	28.26483
1297	121	9017	9012	0	7.754519999999999
1298	121	9017	9012	1	7.754519999999999
1299	111	9017	9012	0	11.63178
1300	111	9017	9012	1	11.63178
1301	121	9017	9013	0	10.661780000000004
1302	121	9017	9013	1	10.661780000000004
1303	111	9017	9013	0	15.992670000000004
1304	111	9017	9013	1	15.992670000000004
1305	121	9017	9014	0	15.948320000000002
1306	121	9017	9014	1	15.948320000000002
1307	111	9017	9014	0	23.92248
1308	111	9017	9014	1	23.92248
1309	121	9017	9015	0	28.4572
1310	121	9017	9015	1	28.4572
1311	111	9017	9015	0	42.6858
1312	111	9017	9015	1	42.6858
1313	121	9017	9016	0	50.488
1314	121	9017	9016	1	50.488
1315	111	9017	9016	0	75.732
1316	111	9017	9016	1	75.732
1317	121	9017	9019	0	22.432800000000007
1318	121	9017	9019	1	22.432800000000007
1319	111	9017	9019	0	33.64920000000001
1320	111	9017	9019	1	33.64920000000001
1321	121	9017	9020	0	25.9598
1322	121	9017	9020	1	25.9598
1323	111	9017	9020	0	38.9397
1324	111	9017	9020	1	38.9397
1325	121	9017	9021	0	10.53686
1326	121	9017	9021	1	10.53686
1327	111	9017	9021	0	15.80529
1328	111	9017	9021	1	15.80529
1329	121	9017	9022	0	29.6032
1330	121	9017	9022	1	29.6032
1331	111	9017	9022	0	44.404799999999994
1332	111	9017	9022	1	44.404799999999994
1333	121	9017	9023	0	15.93312
1334	121	9017	9023	1	15.93312
1335	111	9017	9023	0	23.89968
1336	111	9017	9023	1	23.89968
1337	121	9017	9024	0	15.739740000000005
1338	121	9017	9024	1	15.739740000000005
1339	111	9017	9024	0	23.609610000000004
1340	111	9017	9024	1	23.609610000000004
1341	121	9018	9001	0	17.910059999999998
1342	121	9018	9001	1	17.910059999999998
1343	111	9018	9001	0	26.86509
1344	111	9018	9001	1	26.86509
1345	121	9018	9009	0	19.048120000000004
1346	121	9018	9009	1	19.048120000000004
1347	111	9018	9009	0	28.572180000000003
1348	111	9018	9009	1	28.572180000000003
1349	121	9018	9012	0	21.0456
1350	121	9018	9012	1	21.0456
1351	111	9018	9012	0	31.568399999999997
1352	111	9018	9012	1	31.568399999999997
1353	121	9018	9016	0	0.24918
1354	121	9018	9016	1	0.24918
1355	111	9018	9016	0	0.37377
1356	111	9018	9016	1	0.37377
1357	121	9018	9019	0	17.7194
1358	121	9018	9019	1	17.7194
1359	111	9018	9019	0	26.579099999999997
1360	111	9018	9019	1	26.579099999999997
1361	121	9019	9001	0	2.02472
1362	121	9019	9001	1	2.02472
1363	111	9019	9001	0	3.03708
1364	111	9019	9001	1	3.03708
1365	121	9019	9002	0	1.7320160000000002
1366	121	9019	9002	1	1.7320160000000002
1367	111	9019	9002	0	2.598024
1368	111	9019	9002	1	2.598024
1369	121	9019	9004	0	3.30968
1370	121	9019	9004	1	3.30968
1371	111	9019	9004	0	4.96452
1372	111	9019	9004	1	4.96452
1373	121	9019	9006	0	2.2789200000000003
1374	121	9019	9006	1	2.2789200000000003
1375	111	9019	9006	0	3.41838
1376	111	9019	9006	1	3.41838
1377	121	9019	9007	0	4.6982
1378	121	9019	9007	1	4.6982
1379	111	9019	9007	0	7.0473
1380	111	9019	9007	1	7.0473
1381	121	9019	9008	0	6.01796
1382	121	9019	9008	1	6.01796
1383	111	9019	9008	0	9.02694
1384	111	9019	9008	1	9.02694
1385	121	9019	9009	0	4.688020000000001
1386	121	9019	9009	1	4.688020000000001
1387	111	9019	9009	0	7.03203
1388	111	9019	9009	1	7.03203
1389	121	9019	9010	0	22.278800000000004
1390	121	9019	9010	1	22.278800000000004
1391	111	9019	9010	0	33.4182
1392	111	9019	9010	1	33.4182
1393	121	9019	9011	0	8.10676
1394	121	9019	9011	1	8.10676
1395	111	9019	9011	0	12.16014
1396	111	9019	9011	1	12.16014
1397	121	9019	9012	0	2.4833600000000002
1398	121	9019	9012	1	2.4833600000000002
1399	111	9019	9012	0	3.72504
1400	111	9019	9012	1	3.72504
1401	121	9019	9013	0	3.4410800000000004
1402	121	9019	9013	1	3.4410800000000004
1403	111	9019	9013	0	5.16162
1404	111	9019	9013	1	5.16162
1405	121	9019	9014	0	6.569140000000001
1406	121	9019	9014	1	6.569140000000001
1407	111	9019	9014	0	9.85371
1408	111	9019	9014	1	9.85371
1409	121	9019	9015	0	30.1794
1410	121	9019	9015	1	30.1794
1411	111	9019	9015	0	45.269099999999995
1412	111	9019	9015	1	45.269099999999995
1413	121	9019	9016	0	20.337400000000002
1414	121	9019	9016	1	20.337400000000002
1415	111	9019	9016	0	30.506099999999996
1416	111	9019	9016	1	30.506099999999996
1417	121	9019	9017	0	39.8836
1418	121	9019	9017	1	39.8836
1419	111	9019	9017	0	59.8254
1420	111	9019	9017	1	59.8254
1421	121	9019	9020	0	14.334420000000001
1422	121	9019	9020	1	14.334420000000001
1423	111	9019	9020	0	21.50163
1424	111	9019	9020	1	21.50163
1425	121	9019	9021	0	5.020720000000001
1426	121	9019	9021	1	5.020720000000001
1427	111	9019	9021	0	7.531079999999999
1428	111	9019	9021	1	7.531079999999999
1429	121	9019	9022	0	17.432100000000002
1430	121	9019	9022	1	17.432100000000002
1431	111	9019	9022	0	26.148149999999998
1432	111	9019	9022	1	26.148149999999998
1433	121	9019	9023	0	6.281840000000001
1434	121	9019	9023	1	6.281840000000001
1435	111	9019	9023	0	9.42276
1436	111	9019	9023	1	9.42276
1437	121	9019	9024	0	3.6809399999999997
1438	121	9019	9024	1	3.6809399999999997
1439	111	9019	9024	0	5.5214099999999995
1440	111	9019	9024	1	5.5214099999999995
1441	121	9020	9001	0	4.29358
1442	121	9020	9001	1	4.29358
1443	111	9020	9001	0	6.44037
1444	111	9020	9001	1	6.44037
1445	121	9020	9002	0	3.659440000000002
1446	121	9020	9002	1	3.659440000000002
1447	111	9020	9002	0	5.489160000000002
1448	111	9020	9002	1	5.489160000000002
1449	121	9020	9004	0	6.238160000000001
1450	121	9020	9004	1	6.238160000000001
1451	111	9020	9004	0	9.35724
1452	111	9020	9004	1	9.35724
1453	121	9020	9006	0	7.51592
1454	121	9020	9006	1	7.51592
1455	111	9020	9006	0	11.27388
1456	111	9020	9006	1	11.27388
1457	121	9020	9007	0	22.726600000000005
1458	121	9020	9007	1	22.726600000000005
1459	111	9020	9007	0	34.0899
1460	111	9020	9007	1	34.0899
1461	121	9020	9008	0	23.099600000000002
1462	121	9020	9008	1	23.099600000000002
1463	111	9020	9008	0	34.6494
1464	111	9020	9008	1	34.6494
1465	121	9020	9009	0	5.894260000000001
1466	121	9020	9009	1	5.894260000000001
1467	111	9020	9009	0	8.84139
1468	111	9020	9009	1	8.84139
1469	121	9020	9010	0	25.366800000000005
1470	121	9020	9010	1	25.366800000000005
1471	111	9020	9010	0	38.050200000000004
1472	111	9020	9010	1	38.050200000000004
1473	121	9020	9011	0	11.002000000000002
1474	121	9020	9011	1	11.002000000000002
1475	111	9020	9011	0	16.503
1476	111	9020	9011	1	16.503
1477	121	9020	9012	0	4.6922
1478	121	9020	9012	1	4.6922
1479	111	9020	9012	0	7.0383
1480	111	9020	9012	1	7.0383
1481	121	9020	9013	0	6.79786
1482	121	9020	9013	1	6.79786
1483	111	9020	9013	0	10.19679
1484	111	9020	9013	1	10.19679
