source	dest	time
10602	5456	19.10126582278481
5465	5576	12.0
5455	13072	18.0
13194	13102	24.545454545454547
13072	13078	18.0
5456	10602	18.157894736842106
13101	11044	60.0
13177	13102	19.09090909090909
11044	13102	48.0
13194	13100	24.28235294117647
13178	13102	18.116504854368934
10778	10487	18.0
5587	10486	19.666666666666668
5588	13093	18.0
12149	13085	48.47191011235955
5587	13077	18.83076923076923
5731	10458	18.244897959183675
5587	13085	18.73972602739726
5212	10486	26.27027027027027
5456	13093	18.0
5584	10778	19.0
5456	13078	19.239669421487605
5587	5456	18.75
13102	13194	26.97345132743363
13078	13072	18.295081967213115
5582	10487	18.038216560509554
10489	10457	18.205479452054796
13098	13099	42.276923076923076
13099	13098	265.7142857142857
13065	13099	30.0
13099	13065	39.083333333333336
11027	6387	35.36470588235294
6387	11027	18.193548387096776
6387	6376	26.596153846153847
6376	6387	24.375
6311	6376	20.25
6376	6311	19.17391304347826
11355	6339	12.0
11337	11355	12.0
6355	11574	36.92307692307692
6355	6354	30.176470588235293
6342	6343	36.55813953488372
11208	6326	24.0
5210	6355	18.46153846153846
6343	6342	36.46153846153846
11574	6355	36.0
6339	11355	12.0
6326	11208	30.0
11355	11337	12.0
11600	11308	18.0
11308	11298	18.0
11298	6343	25.384615384615383
11308	11600	18.0
11298	11308	18.0
6343	11298	24.0
6312	6311	66.0
6311	6312	66.0
6312	11600	24.0
11600	6312	24.0
6338	6332	54.75
6332	6338	48.0
6353	6338	54.0
6338	6353	48.0
6338	11337	48.0
11337	6338	48.0
6353	11574	36.529411764705884
11574	6353	36.46153846153846
6343	6353	42.3
6353	6343	42.0
6328	6342	48.391304347826086
6342	6328	51.23076923076923
11208	6312	48.0
6312	11208	42.0
6377	6398	24.12
5784	11533	36.0
6328	11207	24.0
11743	11206	18.0
6398	6370	18.0
11743	6341	18.0
6327	6326	18.0
6326	6378	24.14516129032258
6378	6398	18.0
6370	12077	18.0
11207	6328	26.04747774480712
11206	11743	18.0
6344	6357	18.46153846153846
6340	6344	18.0
6357	6328	19.4375
11207	13182	18.09375
11206	6340	18.0
6370	6398	18.10880829015544
6326	6327	18.05142857142857
6378	6326	24.051136363636363
6398	6378	18.64824120603015
13182	6327	18.0
12077	6370	18.338709677419356
6357	6344	18.0
6344	6340	18.24
6328	6357	19.222641509433963
13182	11207	18.0
6340	11206	18.0
6327	13182	18.017341040462426
6341	11743	18.0
12138	5780	18.0
5772	5709	18.018633540372672
5765	12673	18.0
12673	12672	18.0
12672	5761	18.0
5761	5762	18.0
5205	6394	18.0
6371	6370	18.0
6370	6400	18.0
6400	6383	18.0
6383	11791	18.0
12097	5684	18.424242424242426
5684	5772	22.44705882352941
5772	5773	74.32941176470588
5684	12097	18.0
5772	5684	18.0
5773	5772	37.47457627118644
5784	5782	18.176470588235293
5782	5784	18.0
5773	5784	24.272727272727273
5784	5773	38.21052631578947
13080	5472	19.714285714285715
5723	13013	18.0
10615	5676	18.13953488372093
5471	12670	18.0
5770	11537	18.0
13140	5770	18.0
11537	5761	18.0
5719	5714	18.0
13135	5723	18.0
5726	5719	18.0
13130	5726	18.0
13013	5722	18.0
5722	13140	18.0
5472	5471	18.0
5714	13135	18.0
12670	13130	18.0
5676	10615	18.0
5588	13087	18.0
13080	5588	18.0
5472	13080	18.0
13087	5588	18.0
5588	13080	18.0
5761	5676	18.0
12734	11381	18.0
13010	13143	18.0
13017	13015	18.0
13015	13010	18.0
13009	13017	18.03614457831325
13073	13019	18.0
13129	10617	18.0
13143	12734	18.0
10617	12672	18.34113712374582
13019	13073	18.103448275862068
13093	13086	18.0
13079	13093	18.0
13073	13079	18.75
13086	13093	18.0
13093	13079	18.857142857142858
13079	13073	19.0
5711	5715	18.268370607028753
5754	13022	18.211764705882352
5753	5755	18.97752808988764
5715	5758	18.048192771084338
5758	5754	18.069767441860463
5709	12098	18.16733067729084
5788	5789	18.214285714285715
5789	5711	19.927461139896373
5779	5788	18.0
5755	13070	22.0
10616	5691	30.642857142857142
12098	5779	19.92
13022	5753	18.503225806451614
13070	13076	18.836363636363636
13076	10486	19.552447552447553
10486	13084	21.21951219512195
5715	5711	20.56
13022	5754	18.0
5755	5753	18.225
5758	5715	18.07894736842105
5754	5758	18.153846153846153
12098	5709	18.0
5789	5788	18.0
5711	5789	18.04724409448819
5788	5779	19.517241379310345
13070	5755	18.235294117647058
5691	10616	30.0
5779	12098	18.075949367088608
5753	13022	18.06382978723404
13076	13070	20.23728813559322
10486	13076	18.638297872340427
13084	10486	18.857142857142858
13114	5716	18.022813688212928
13088	10601	24.0
13081	5465	18.202247191011235
13075	11770	18.0
12261	13141	18.0
10601	5574	18.215827338129497
5767	10479	24.0
5762	5767	21.9
11642	5717	18.0
13138	5741	18.0
13137	5740	18.0
5464	13075	18.12
5574	11786	36.0
11786	5574	30.0
10479	5767	137.2840909090909
5767	5762	18.057877813504824
5762	13114	18.113636363636363
10782	5464	18.0
5752	13137	18.0
5717	5752	18.0
5741	10782	18.106508875739646
5740	13138	18.0
13141	11642	18.0
5716	12261	18.0
5465	13088	18.060606060606062
5581	5576	18.693548387096776
5748	5742	18.0
5731	10461	18.0
13082	5458	18.0
5544	5570	18.0
5570	5581	24.0
5739	13134	18.0
5730	13142	18.0
13142	5764	18.0
5454	5749	18.192857142857143
13134	5731	18.0
5458	5454	18.0
5742	5739	18.0
13139	5748	18.0
5749	13139	18.0
10461	5730	18.0
5576	13082	18.445054945054945
5764	13113	18.0
11536	5544	55.7641196013289
5544	11536	12.0
13113	5763	18.0
5452	5453	18.0
5659	5654	21.191860465116278
5583	5453	18.0
5579	5583	18.887323943661972
5657	11551	18.13953488372093
5744	10460	18.654205607476637
5453	5583	20.566153846153846
5583	5579	19.03448275862069
5657	5659	19.644444444444446
5751	5654	19.249211356466876
10460	5751	18.264984227129336
5452	5746	18.0
5685	5743	18.850855745721272
5746	5685	25.14814814814815
5743	5744	18.12162162162162
11551	5657	20.307692307692307
5659	5657	18.0
5453	5452	23.013698630136986
10460	5744	18.091370558375633
5654	5659	18.223728813559323
5654	5751	18.491103202846976
5751	10460	18.664285714285715
5746	5452	32.3671875
5743	5685	22.846153846153847
5685	5746	18.0
5744	5743	18.48341232227488
5725	13011	18.0
13011	5724	30.0
5724	5765	30.0
13116	5732	24.153846153846153
10617	13129	12.0
12672	13009	18.013856812933025
5734	5710	18.0
5743	13107	18.942857142857143
13109	5746	18.0
10457	10458	24.0
10458	10459	24.0
12282	5728	18.16216216216216
10458	5747	18.0
5747	13106	18.157894736842106
12735	13148	18.0
13018	12735	18.0
11381	13149	18.0
13149	13018	18.0
13148	13019	18.0
13107	10489	18.194594594594594
5726	5741	18.0
5741	5748	18.0
5745	10488	18.0
5748	5745	18.16216216216216
100379	5715	6.0
5715	200379	6.0
5469	5685	59.40406320541761
13108	5738	18.0
5718	13144	18.0
5740	5719	18.0
5759	5758	18.0
10491	5737	18.0
13144	5759	18.0
11381	5718	18.0
5738	10491	18.0
5742	5740	18.0
5719	11381	18.0
5737	5750	18.27906976744186
5685	13108	18.48148148148148
5750	5742	18.0
5685	5469	30.0
5738	13108	18.0
13144	5718	18.0
5719	5740	18.0
5758	5759	18.0
5737	10491	18.0
5759	13144	18.0
5718	11381	18.0
10491	5738	18.0
5740	5742	18.0
11381	5719	18.0
5750	5737	18.0
13108	5685	24.5
5742	5750	18.34285714285714
