n	tau	r	J	s	rho
5572	34	5472	3.750509912634418	null	0
5572	35	5472	3.7611765793010847	null	0
5572	36	5472	3.7718432459677516	null	0
5572	0	5748	3.387843245967746	717	0
5572	1	5748	3.3985099126344127	null	0
5572	2	5748	3.4091765793010795	null	0
5572	3	5748	3.4198432459677464	null	0
5572	4	5748	3.430509912634413	null	0
5572	5	5748	3.44117657930108	null	0
5572	6	5748	3.451843245967747	null	0
5572	7	5748	3.4625099126344137	null	0
5572	8	5748	3.4731765793010805	null	0
5572	9	5748	3.4838432459677473	null	0
5572	10	5748	3.494509912634414	null	0
5572	11	5748	3.505176579301081	null	0
5572	12	5748	3.5158432459677478	null	0
5572	13	5748	3.5265099126344146	null	0
5572	14	5748	3.5371765793010814	null	0
5572	15	5748	3.5478432459677482	null	0
5572	16	5748	3.558509912634415	null	0
5572	17	5748	3.569176579301082	null	0
5572	18	5748	3.5798432459677487	null	0
5572	19	5748	3.5905099126344155	null	0
5572	20	5748	3.6011765793010824	null	0
5572	21	5748	3.611843245967749	null	0
5572	22	5748	3.622509912634416	null	0
5572	23	5748	3.633176579301083	null	0
5572	24	5748	3.6438432459677497	null	0
5572	25	5748	3.6545099126344165	null	0
5572	26	5748	3.6651765793010833	null	0
5572	27	5748	3.67584324596775	null	0
5572	28	5748	3.686509912634417	null	0
5572	29	5748	3.697176579301084	null	0
5572	30	5748	3.7078432459677506	null	0
5572	31	5748	3.7185099126344174	null	0
5572	32	5748	3.7291765793010843	null	0
5572	33	5748	3.739843245967751	null	0
5572	34	5748	3.750509912634418	null	0
5572	35	5748	3.7611765793010847	null	0
5572	36	5748	3.7718432459677516	null	0
5572	0	5414	3.387843245967746	717	0
5572	1	5414	3.3985099126344127	null	0
5572	2	5414	3.4091765793010795	null	0
5572	3	5414	3.4198432459677464	null	0
5572	4	5414	3.430509912634413	null	0
5572	5	5414	3.44117657930108	null	0
5572	6	5414	3.451843245967747	null	0
5572	7	5414	3.4625099126344137	null	0
5572	8	5414	3.4731765793010805	null	0
5572	9	5414	3.4838432459677473	null	0
5572	10	5414	3.494509912634414	null	0
5572	11	5414	3.505176579301081	null	0
5572	12	5414	3.5158432459677478	null	0
5572	13	5414	3.5265099126344146	null	0
5572	14	5414	3.5371765793010814	null	0
5572	15	5414	3.5478432459677482	null	0
5572	16	5414	3.558509912634415	null	0
5572	17	5414	3.569176579301082	null	0
5572	18	5414	3.5798432459677487	null	0
5572	19	5414	3.5905099126344155	null	0
5572	20	5414	3.6011765793010824	null	0
5572	21	5414	3.611843245967749	null	0
5572	22	5414	3.622509912634416	null	0
5572	23	5414	3.633176579301083	null	0
5572	24	5414	3.6438432459677497	null	0
5572	25	5414	3.6545099126344165	null	0
5572	26	5414	3.6651765793010833	null	0
5572	27	5414	3.67584324596775	null	0
5572	28	5414	3.686509912634417	null	0
5572	29	5414	3.697176579301084	null	0
5572	30	5414	3.7078432459677506	null	0
5572	31	5414	3.7185099126344174	null	0
5572	32	5414	3.7291765793010843	null	0
5572	33	5414	3.739843245967751	null	0
5572	34	5414	3.750509912634418	null	0
5572	35	5414	3.7611765793010847	null	0
5572	36	5414	3.7718432459677516	null	0
5572	0	5749	3.387843245967746	717	0
5572	1	5749	3.3985099126344127	null	0
5572	2	5749	3.4091765793010795	null	0
5572	3	5749	3.4198432459677464	null	0
5572	4	5749	3.430509912634413	null	0
5572	5	5749	3.44117657930108	null	0
5572	6	5749	3.451843245967747	null	0
5572	7	5749	3.4625099126344137	null	0
5572	8	5749	3.4731765793010805	null	0
5572	9	5749	3.4838432459677473	null	0
5572	10	5749	3.494509912634414	null	0
5572	11	5749	3.505176579301081	null	0
5572	12	5749	3.5158432459677478	null	0
5572	13	5749	3.5265099126344146	null	0
5572	14	5749	3.5371765793010814	null	0
5572	15	5749	3.5478432459677482	null	0
5572	16	5749	3.558509912634415	null	0
5572	17	5749	3.569176579301082	null	0
5572	18	5749	3.5798432459677487	null	0
5572	19	5749	3.5905099126344155	null	0
5572	20	5749	3.6011765793010824	null	0
5572	21	5749	3.611843245967749	null	0
5572	22	5749	3.622509912634416	null	0
5572	23	5749	3.633176579301083	null	0
5572	24	5749	3.6438432459677497	null	0
5572	25	5749	3.6545099126344165	null	0
5572	26	5749	3.6651765793010833	null	0
5572	27	5749	3.67584324596775	null	0
5572	28	5749	3.686509912634417	null	0
5572	29	5749	3.697176579301084	null	0
5572	30	5749	3.7078432459677506	null	0
5572	31	5749	3.7185099126344174	null	0
5572	32	5749	3.7291765793010843	null	0
5572	33	5749	3.739843245967751	null	0
5572	34	5749	3.750509912634418	null	0
5572	35	5749	3.7611765793010847	null	0
5572	36	5749	3.7718432459677516	null	0
5573	0	0	3.239179894179897	550	0
5573	1	0	3.2498465608465636	null	0
5573	2	0	3.2605132275132305	null	0
5573	3	0	3.2711798941798973	null	0
5573	0	5471	3.2408465608465633	550	0
5573	1	5471	3.25151322751323	null	0
5573	2	5471	3.262179894179897	null	0
5573	3	5471	3.272846560846564	null	0
5573	0	12735	3.2408465608465633	550	0
5573	1	12735	3.25151322751323	null	0
5573	2	12735	3.262179894179897	null	0
5573	3	12735	3.272846560846564	null	0
5573	0	10488	3.2408465608465633	550	0
5573	1	10488	3.25151322751323	null	0
5573	2	10488	3.262179894179897	null	0
5573	3	10488	3.272846560846564	null	0
5573	0	5464	3.2408465608465633	550	0
5573	1	5464	3.25151322751323	null	0
5573	2	5464	3.262179894179897	null	0
5573	3	5464	3.272846560846564	null	0
5573	0	5741	3.2408465608465633	550	0
5573	1	5741	3.25151322751323	null	0
5573	2	5741	3.262179894179897	null	0
5573	3	5741	3.272846560846564	null	0
5573	0	13075	3.2408465608465633	550	0
5573	1	13075	3.25151322751323	null	0
5573	2	13075	3.262179894179897	null	0
5573	3	13075	3.272846560846564	null	0
5573	0	5584	3.2408465608465633	550	0
5573	1	5584	3.25151322751323	null	0
5573	2	5584	3.262179894179897	null	0
5573	3	5584	3.272846560846564	null	0
5573	0	12670	3.2408465608465633	550	0
5573	1	12670	3.25151322751323	null	0
5573	2	12670	3.262179894179897	null	0
5573	3	12670	3.272846560846564	null	0
5573	0	10782	3.2408465608465633	550	0
5573	1	10782	3.25151322751323	null	0
5573	2	10782	3.262179894179897	null	0
5573	3	10782	3.272846560846564	null	0
5573	0	12669	3.2408465608465633	550	0
5573	1	12669	3.25151322751323	null	0
5573	2	12669	3.262179894179897	null	0
5573	3	12669	3.272846560846564	null	0
5573	0	10487	3.2408465608465633	550	0
5573	1	10487	3.25151322751323	null	0
5573	2	10487	3.262179894179897	null	0
5573	3	10487	3.272846560846564	null	0
5573	0	13080	3.2408465608465633	550	0
5573	1	13080	3.25151322751323	null	0
5573	2	13080	3.262179894179897	null	0
5573	3	13080	3.272846560846564	null	0
5573	0	5458	3.2408465608465633	550	0
5573	1	5458	3.25151322751323	null	0
5573	2	5458	3.262179894179897	null	0
5573	3	5458	3.272846560846564	null	0
5573	0	10778	3.2408465608465633	550	0
5573	1	10778	3.25151322751323	null	0
5573	2	10778	3.262179894179897	null	0
5573	3	10778	3.272846560846564	null	0
5573	0	13082	3.2408465608465633	550	0
5573	1	13082	3.25151322751323	null	0
5573	2	13082	3.262179894179897	null	0
5573	3	13082	3.272846560846564	null	0
5573	0	10777	3.2408465608465633	550	0
5573	1	10777	3.25151322751323	null	0
5573	2	10777	3.262179894179897	null	0
5573	3	10777	3.272846560846564	null	0
5573	0	13083	3.2408465608465633	550	0
5573	1	13083	3.25151322751323	null	0
5573	2	13083	3.262179894179897	null	0
5573	3	13083	3.272846560846564	null	0
5573	0	5454	3.2408465608465633	550	0
5573	1	5454	3.25151322751323	null	0
5573	2	5454	3.262179894179897	null	0
5573	3	5454	3.272846560846564	null	0
5573	0	10611	3.2408465608465633	550	0
5573	1	10611	3.25151322751323	null	0
5573	2	10611	3.262179894179897	null	0
5573	3	10611	3.272846560846564	null	0
5573	0	5726	3.2408465608465633	550	0
5573	1	5726	3.25151322751323	null	0
5573	2	5726	3.262179894179897	null	0
5573	3	5726	3.272846560846564	null	0
5573	0	5745	3.2408465608465633	550	0
5573	1	5745	3.25151322751323	null	0
5573	2	5745	3.262179894179897	null	0
5573	3	5745	3.272846560846564	null	0
5573	0	11770	3.2408465608465633	550	0
5573	1	11770	3.25151322751323	null	0
5573	2	11770	3.262179894179897	null	0
5573	3	11770	3.272846560846564	null	0
5573	0	5472	3.2408465608465633	550	0
5573	1	5472	3.25151322751323	null	0
5573	2	5472	3.262179894179897	null	0
5573	3	5472	3.272846560846564	null	0
5573	0	5748	3.2408465608465633	550	0
5573	1	5748	3.25151322751323	null	0
5573	2	5748	3.262179894179897	null	0
5573	3	5748	3.272846560846564	null	0
5573	0	5414	3.2408465608465633	550	0
5573	1	5414	3.25151322751323	null	0
5573	2	5414	3.262179894179897	null	0
5573	3	5414	3.272846560846564	null	0
5573	0	5749	3.2408465608465633	550	0
5573	1	5749	3.25151322751323	null	0
5573	2	5749	3.262179894179897	null	0
5573	3	5749	3.272846560846564	null	0
5570	0	0	3.131301735182502	1490	13082
5570	1	0	3.1416382283309185	null	13082
5570	2	0	3.152174405497827	null	13082
5570	0	5471	3.1335204464990762	1490	0
5570	1	5471	3.1436350685158354	null	0
5570	2	5471	3.153971561664252	null	0
5570	0	12735	3.1335204464990762	1490	0
5570	1	12735	3.1436350685158354	null	0
5570	2	12735	3.153971561664252	null	0
5570	0	10488	3.1335204464990762	1490	0
5570	1	10488	3.1436350685158354	null	0
5570	2	10488	3.153971561664252	null	0
5570	0	5464	3.1335204464990762	1490	0
5570	1	5464	3.1436350685158354	null	0
5570	2	5464	3.153971561664252	null	0
5570	0	5741	3.1335204464990762	1490	0
5570	1	5741	3.1436350685158354	null	0
5570	2	5741	3.153971561664252	null	0
5570	0	13075	3.1335204464990762	1490	0
5570	1	13075	3.1436350685158354	null	0
5570	2	13075	3.153971561664252	null	0
5570	0	5584	3.1335204464990762	1490	0
5570	1	5584	3.1436350685158354	null	0
5570	2	5584	3.153971561664252	null	0
5570	0	12670	3.1335204464990762	1490	0
5570	1	12670	3.1436350685158354	null	0
5570	2	12670	3.153971561664252	null	0
5570	0	10782	3.1335204464990762	1490	0
5570	1	10782	3.1436350685158354	null	0
5570	2	10782	3.153971561664252	null	0
5570	0	12669	3.1335204464990762	1490	0
5570	1	12669	3.1436350685158354	null	0
5570	2	12669	3.153971561664252	null	0
5570	0	10487	3.1335204464990762	1490	0
5570	1	10487	3.1436350685158354	null	0
5570	2	10487	3.153971561664252	null	0
5570	0	13080	3.1335204464990762	1490	0
5570	1	13080	3.1436350685158354	null	0
5570	2	13080	3.153971561664252	null	0
5570	0	5458	3.1335204464990762	1490	0
5570	1	5458	3.1436350685158354	null	0
5570	2	5458	3.153971561664252	null	0
5570	0	10778	3.1335204464990762	1490	0
5570	1	10778	3.1436350685158354	null	0
5570	2	10778	3.153971561664252	null	0
5570	0	13082	3.128	1490	13082
5570	1	13082	3.1403333333333334	null	13082
5570	2	13082	3.1526666666666667	null	13082
5570	0	10777	3.1335204464990762	1490	0
5570	1	10777	3.1436350685158354	null	0
5570	2	10777	3.153971561664252	null	0
5570	0	13083	3.1335204464990762	1490	0
5570	1	13083	3.1436350685158354	null	0
5570	2	13083	3.153971561664252	null	0
5570	0	5454	3.1335204464990762	1490	0
5570	1	5454	3.1436350685158354	null	0
5570	2	5454	3.153971561664252	null	0
5570	0	10611	3.1335204464990762	1490	0
5570	1	10611	3.1436350685158354	null	0
5570	2	10611	3.153971561664252	null	0
5570	0	5726	3.1335204464990762	1490	0
5570	1	5726	3.1436350685158354	null	0
5570	2	5726	3.153971561664252	null	0
5570	0	5745	3.1335204464990762	1490	0
5570	1	5745	3.1436350685158354	null	0
5570	2	5745	3.153971561664252	null	0
5570	0	11770	3.1335204464990762	1490	0
5570	1	11770	3.1436350685158354	null	0
5570	2	11770	3.153971561664252	null	0
5570	0	5472	3.1335204464990762	1490	0
5570	1	5472	3.1436350685158354	null	0
5570	2	5472	3.153971561664252	null	0
5570	0	5748	3.1335204464990762	1490	0
5570	1	5748	3.1436350685158354	null	0
5570	2	5748	3.153971561664252	null	0
5570	0	5414	3.1335204464990762	1490	0
5570	1	5414	3.1436350685158354	null	0
5570	2	5414	3.153971561664252	null	0
5570	0	5749	3.1335204464990762	1490	0
5570	1	5749	3.1436350685158354	null	0
5570	2	5749	3.153971561664252	null	0
11786	0	0	3.258841072164495	1473	0
11786	1	0	3.269507738831162	null	0
11786	2	0	3.280174405497829	null	0
11786	3	0	3.2908410721644956	null	0
11786	4	0	3.3015077388311624	null	0
11786	5	0	3.3121744054978293	null	0
11786	0	5471	3.2605077388311616	1473	0
11786	1	5471	3.2711744054978285	null	0
11786	2	5471	3.2818410721644953	null	0
11786	3	5471	3.292507738831162	null	0
11786	4	5471	3.303174405497829	null	0
11786	5	5471	3.3138410721644957	null	0
11786	0	12735	3.2605077388311616	1473	0
11786	1	12735	3.2711744054978285	null	0
11786	2	12735	3.2818410721644953	null	0
11786	3	12735	3.292507738831162	null	0
11786	4	12735	3.303174405497829	null	0
11786	5	12735	3.3138410721644957	null	0
11786	0	10488	3.2605077388311616	1473	0
11786	1	10488	3.2711744054978285	null	0
11786	2	10488	3.2818410721644953	null	0
11786	3	10488	3.292507738831162	null	0
11786	4	10488	3.303174405497829	null	0
11786	5	10488	3.3138410721644957	null	0
11786	0	5464	3.2605077388311616	1473	0
11786	1	5464	3.2711744054978285	null	0
11786	2	5464	3.2818410721644953	null	0
11786	3	5464	3.292507738831162	null	0
11786	4	5464	3.303174405497829	null	0
11786	5	5464	3.3138410721644957	null	0
11786	0	5741	3.2605077388311616	1473	0
11786	1	5741	3.2711744054978285	null	0
11786	2	5741	3.2818410721644953	null	0
11786	3	5741	3.292507738831162	null	0
11786	4	5741	3.303174405497829	null	0
11786	5	5741	3.3138410721644957	null	0
11786	0	13075	3.2605077388311616	1473	0
11786	1	13075	3.2711744054978285	null	0
11786	2	13075	3.2818410721644953	null	0
11786	3	13075	3.292507738831162	null	0
11786	4	13075	3.303174405497829	null	0
11786	5	13075	3.3138410721644957	null	0
11786	0	5584	3.2605077388311616	1473	0
11786	1	5584	3.2711744054978285	null	0
11786	2	5584	3.2818410721644953	null	0
11786	3	5584	3.292507738831162	null	0
11786	4	5584	3.303174405497829	null	0
11786	5	5584	3.3138410721644957	null	0
11786	0	12670	3.2605077388311616	1473	0
11786	1	12670	3.2711744054978285	null	0
11786	2	12670	3.2818410721644953	null	0
11786	3	12670	3.292507738831162	null	0
11786	4	12670	3.303174405497829	null	0
11786	5	12670	3.3138410721644957	null	0
11786	0	10782	3.2605077388311616	1473	0
11786	1	10782	3.2711744054978285	null	0
11786	2	10782	3.2818410721644953	null	0
11786	3	10782	3.292507738831162	null	0
11786	4	10782	3.303174405497829	null	0
11786	5	10782	3.3138410721644957	null	0
11786	0	12669	3.2605077388311616	1473	0
11786	1	12669	3.2711744054978285	null	0
11786	2	12669	3.2818410721644953	null	0
11786	3	12669	3.292507738831162	null	0
11786	4	12669	3.303174405497829	null	0
11786	5	12669	3.3138410721644957	null	0
11786	0	10487	3.2605077388311616	1473	0
11786	1	10487	3.2711744054978285	null	0
11786	2	10487	3.2818410721644953	null	0
11786	3	10487	3.292507738831162	null	0
11786	4	10487	3.303174405497829	null	0
11786	5	10487	3.3138410721644957	null	0
11786	0	13080	3.2605077388311616	1473	0
11786	1	13080	3.2711744054978285	null	0
11786	2	13080	3.2818410721644953	null	0
11786	3	13080	3.292507738831162	null	0
11786	4	13080	3.303174405497829	null	0
11786	5	13080	3.3138410721644957	null	0
11786	0	5458	3.2605077388311616	1473	0
11786	1	5458	3.2711744054978285	null	0
11786	2	5458	3.2818410721644953	null	0
11786	3	5458	3.292507738831162	null	0
11786	4	5458	3.303174405497829	null	0
11786	5	5458	3.3138410721644957	null	0
11786	0	10778	3.2605077388311616	1473	0
11786	1	10778	3.2711744054978285	null	0
11786	2	10778	3.2818410721644953	null	0
11786	3	10778	3.292507738831162	null	0
11786	4	10778	3.303174405497829	null	0
11786	5	10778	3.3138410721644957	null	0
11786	0	13082	3.2605077388311616	1473	0
11786	1	13082	3.2711744054978285	null	0
11786	2	13082	3.2818410721644953	null	0
11786	3	13082	3.292507738831162	null	0
11786	4	13082	3.303174405497829	null	0
11786	5	13082	3.3138410721644957	null	0
11786	0	10777	3.2605077388311616	1473	0
11786	1	10777	3.2711744054978285	null	0
11786	2	10777	3.2818410721644953	null	0
11786	3	10777	3.292507738831162	null	0
11786	4	10777	3.303174405497829	null	0
11786	5	10777	3.3138410721644957	null	0
11786	0	13083	3.2605077388311616	1473	0
11786	1	13083	3.2711744054978285	null	0
11786	2	13083	3.2818410721644953	null	0
11786	3	13083	3.292507738831162	null	0
11786	4	13083	3.303174405497829	null	0
11786	5	13083	3.3138410721644957	null	0
11786	0	5454	3.2605077388311616	1473	0
11786	1	5454	3.2711744054978285	null	0
11786	2	5454	3.2818410721644953	null	0
11786	3	5454	3.292507738831162	null	0
11786	4	5454	3.303174405497829	null	0
11786	5	5454	3.3138410721644957	null	0
11786	0	10611	3.2605077388311616	1473	0
11786	1	10611	3.2711744054978285	null	0
11786	2	10611	3.2818410721644953	null	0
11786	3	10611	3.292507738831162	null	0
11786	4	10611	3.303174405497829	null	0
11786	5	10611	3.3138410721644957	null	0
11786	0	5726	3.2605077388311616	1473	0
11786	1	5726	3.2711744054978285	null	0
11786	2	5726	3.2818410721644953	null	0
11786	3	5726	3.292507738831162	null	0
11786	4	5726	3.303174405497829	null	0
11786	5	5726	3.3138410721644957	null	0
11786	0	5745	3.2605077388311616	1473	0
11786	1	5745	3.2711744054978285	null	0
11786	2	5745	3.2818410721644953	null	0
11786	3	5745	3.292507738831162	null	0
11786	4	5745	3.303174405497829	null	0
11786	5	5745	3.3138410721644957	null	0
11786	0	11770	3.2605077388311616	1473	0
11786	1	11770	3.2711744054978285	null	0
11786	2	11770	3.2818410721644953	null	0
11786	3	11770	3.292507738831162	null	0
11786	4	11770	3.303174405497829	null	0
11786	5	11770	3.3138410721644957	null	0
11786	0	5472	3.2605077388311616	1473	0
11786	1	5472	3.2711744054978285	null	0
11786	2	5472	3.2818410721644953	null	0
11786	3	5472	3.292507738831162	null	0
11786	4	5472	3.303174405497829	null	0
11786	5	5472	3.3138410721644957	null	0
11786	0	5748	3.2605077388311616	1473	0
11786	1	5748	3.2711744054978285	null	0
11786	2	5748	3.2818410721644953	null	0
11786	3	5748	3.292507738831162	null	0
11786	4	5748	3.303174405497829	null	0
11786	5	5748	3.3138410721644957	null	0
11786	0	5414	3.2605077388311616	1473	0
11786	1	5414	3.2711744054978285	null	0
11786	2	5414	3.2818410721644953	null	0
11786	3	5414	3.292507738831162	null	0
11786	4	5414	3.303174405497829	null	0
11786	5	5414	3.3138410721644957	null	0
11786	0	5749	3.2605077388311616	1473	0
11786	1	5749	3.2711744054978285	null	0
11786	2	5749	3.2818410721644953	null	0
11786	3	5749	3.292507738831162	null	0
11786	4	5749	3.303174405497829	null	0
11786	5	5749	3.3138410721644957	null	0
5571	0	0	3.1628410721644937	360	0
5571	1	0	3.1735077388311606	null	0
5571	2	0	3.1841744054978274	null	0
5571	0	5471	3.16450773883116	360	0
5571	1	5471	3.175174405497827	null	0
5571	2	5471	3.185841072164494	null	0
5571	0	12735	3.16450773883116	360	0
5571	1	12735	3.175174405497827	null	0
5571	2	12735	3.185841072164494	null	0
5571	0	10488	3.16450773883116	360	0
5571	1	10488	3.175174405497827	null	0
5571	2	10488	3.185841072164494	null	0
5571	0	5464	3.16450773883116	360	0
5571	1	5464	3.175174405497827	null	0
5571	2	5464	3.185841072164494	null	0
5571	0	5741	3.16450773883116	360	0
5571	1	5741	3.175174405497827	null	0
5571	2	5741	3.185841072164494	null	0
5571	0	13075	3.16450773883116	360	0
5571	1	13075	3.175174405497827	null	0
5571	2	13075	3.185841072164494	null	0
5571	0	5584	3.16450773883116	360	0
5571	1	5584	3.175174405497827	null	0
5571	2	5584	3.185841072164494	null	0
5571	0	12670	3.16450773883116	360	0
5571	1	12670	3.175174405497827	null	0
5571	2	12670	3.185841072164494	null	0
5571	0	10782	3.16450773883116	360	0
5571	1	10782	3.175174405497827	null	0
5571	2	10782	3.185841072164494	null	0
5571	0	12669	3.16450773883116	360	0
5571	1	12669	3.175174405497827	null	0
5571	2	12669	3.185841072164494	null	0
5571	0	10487	3.16450773883116	360	0
5571	1	10487	3.175174405497827	null	0
5571	2	10487	3.185841072164494	null	0
5571	0	13080	3.16450773883116	360	0
5571	1	13080	3.175174405497827	null	0
5571	2	13080	3.185841072164494	null	0
5571	0	5458	3.16450773883116	360	0
5571	1	5458	3.175174405497827	null	0
5571	2	5458	3.185841072164494	null	0
5571	0	10778	3.16450773883116	360	0
5571	1	10778	3.175174405497827	null	0
5571	2	10778	3.185841072164494	null	0
5571	0	13082	3.16450773883116	360	0
5571	1	13082	3.175174405497827	null	0
5571	2	13082	3.185841072164494	null	0
5571	0	10777	3.16450773883116	360	0
5571	1	10777	3.175174405497827	null	0
5571	2	10777	3.185841072164494	null	0
5571	0	13083	3.16450773883116	360	0
5571	1	13083	3.175174405497827	null	0
5571	2	13083	3.185841072164494	null	0
5571	0	5454	3.16450773883116	360	0
5571	1	5454	3.175174405497827	null	0
5571	2	5454	3.185841072164494	null	0
5571	0	10611	3.16450773883116	360	0
5571	1	10611	3.175174405497827	null	0
5571	2	10611	3.185841072164494	null	0
5571	0	5726	3.16450773883116	360	0
5571	1	5726	3.175174405497827	null	0
5571	2	5726	3.185841072164494	null	0
5571	0	5745	3.16450773883116	360	0
5571	1	5745	3.175174405497827	null	0
5571	2	5745	3.185841072164494	null	0
5571	0	11770	3.16450773883116	360	0
5571	1	11770	3.175174405497827	null	0
5571	2	11770	3.185841072164494	null	0
5571	0	5472	3.16450773883116	360	0
5571	1	5472	3.175174405497827	null	0
5571	2	5472	3.185841072164494	null	0
5571	0	5748	3.16450773883116	360	0
5571	1	5748	3.175174405497827	null	0
5571	2	5748	3.185841072164494	null	0
5571	0	5414	3.16450773883116	360	0
5571	1	5414	3.175174405497827	null	0
5571	2	5414	3.185841072164494	null	0
5571	0	5749	3.16450773883116	360	0
5571	1	5749	3.175174405497827	null	0
5571	2	5749	3.185841072164494	null	0
5582	0	0	3.0456864919354834	1290	10487
5582	1	0	3.055509912634408	null	10487
5582	2	0	3.0661765793010747	null	0
5582	3	0	3.0768432459677415	null	0
5582	0	5471	3.0490198252688168	1290	10487
5582	1	5471	3.0580198252688167	null	0
5582	2	5471	3.067843245967741	null	0
5582	3	5471	3.078509912634408	null	0
5582	0	12735	3.0490198252688168	1290	10487
5582	1	12735	3.0580198252688167	null	0
5582	2	12735	3.067843245967741	null	0
5582	3	12735	3.078509912634408	null	0
5582	0	10488	3.0490198252688168	1290	10487
5582	1	10488	3.0580198252688167	null	0
5582	2	10488	3.067843245967741	null	0
5582	3	10488	3.078509912634408	null	0
5582	0	5464	3.0490198252688168	1290	10487
5582	1	5464	3.0580198252688167	null	0
5582	2	5464	3.067843245967741	null	0
5582	3	5464	3.078509912634408	null	0
5582	0	5741	3.0490198252688168	1290	10487
5582	1	5741	3.0580198252688167	null	0
5582	2	5741	3.067843245967741	null	0
5582	3	5741	3.078509912634408	null	0
5582	0	13075	3.0490198252688168	1290	10487
5582	1	13075	3.0580198252688167	null	0
5582	2	13075	3.067843245967741	null	0
5582	3	13075	3.078509912634408	null	0
5582	0	5584	3.048947916666666	1290	10487
5582	1	5584	3.0580198252688167	null	0
5582	2	5584	3.067843245967741	null	0
5582	3	5584	3.078509912634408	null	0
5582	0	12670	3.0490198252688168	1290	10487
5582	1	12670	3.0580198252688167	null	0
5582	2	12670	3.067843245967741	null	0
5582	3	12670	3.078509912634408	null	0
5582	0	10782	3.0490198252688168	1290	10487
5582	1	10782	3.0580198252688167	null	0
5582	2	10782	3.067843245967741	null	0
5582	3	10782	3.078509912634408	null	0
5582	0	12669	3.0490198252688168	1290	10487
5582	1	12669	3.0580198252688167	null	0
5582	2	12669	3.067843245967741	null	0
5582	3	12669	3.078509912634408	null	0
5582	0	10487	3.0439999999999996	1290	10487
5582	1	10487	3.056333333333333	null	10487
5582	2	10487	3.067843245967741	null	0
5582	3	10487	3.078509912634408	null	0
5582	0	13080	3.0490198252688168	1290	10487
5582	1	13080	3.0580198252688167	null	0
5582	2	13080	3.067843245967741	null	0
5582	3	13080	3.078509912634408	null	0
5582	0	5458	3.0490198252688168	1290	10487
5582	1	5458	3.0580198252688167	null	0
5582	2	5458	3.067843245967741	null	0
5582	3	5458	3.078509912634408	null	0
5582	0	10778	3.048333333333333	1290	10487
5582	1	10778	3.0580198252688167	null	0
5582	2	10778	3.067843245967741	null	0
5582	3	10778	3.078509912634408	null	0
5582	0	13082	3.0490156249999996	1290	10487
5582	1	13082	3.0580198252688167	null	0
5582	2	13082	3.067843245967741	null	0
5582	3	13082	3.078509912634408	null	0
5582	0	10777	3.048875	1290	10487
5582	1	10777	3.0580198252688167	null	0
5582	2	10777	3.067843245967741	null	0
5582	3	10777	3.078509912634408	null	0
5582	0	13083	3.0490006510416663	1290	10487
5582	1	13083	3.0580198252688167	null	0
5582	2	13083	3.067843245967741	null	0
5582	3	13083	3.078509912634408	null	0
5582	0	5454	3.0490198252688168	1290	10487
5582	1	5454	3.0580198252688167	null	0
5582	2	5454	3.067843245967741	null	0
5582	3	5454	3.078509912634408	null	0
5582	0	10611	3.0490198252688168	1290	10487
5582	1	10611	3.0580198252688167	null	0
5582	2	10611	3.067843245967741	null	0
5582	3	10611	3.078509912634408	null	0
5582	0	5726	3.0490198252688168	1290	10487
5582	1	5726	3.0580198252688167	null	0
5582	2	5726	3.067843245967741	null	0
5582	3	5726	3.078509912634408	null	0
5582	0	5745	3.0490198252688168	1290	10487
5582	1	5745	3.0580198252688167	null	0
5582	2	5745	3.067843245967741	null	0
5582	3	5745	3.078509912634408	null	0
5582	0	11770	3.0490198252688168	1290	10487
5582	1	11770	3.0580198252688167	null	0
5582	2	11770	3.067843245967741	null	0
5582	3	11770	3.078509912634408	null	0
5582	0	5472	3.0490198252688168	1290	10487
5582	1	5472	3.0580198252688167	null	0
5582	2	5472	3.067843245967741	null	0
5582	3	5472	3.078509912634408	null	0
5582	0	5748	3.0490198252688168	1290	10487
5582	1	5748	3.0580198252688167	null	0
5582	2	5748	3.067843245967741	null	0
5582	3	5748	3.078509912634408	null	0
5582	0	5414	3.0490198252688168	1290	10487
5582	1	5414	3.0580198252688167	null	0
5582	2	5414	3.067843245967741	null	0
5582	3	5414	3.078509912634408	null	0
5582	0	5749	3.0490198252688168	1290	10487
5582	1	5749	3.0580198252688167	null	0
5582	2	5749	3.067843245967741	null	0
5582	3	5749	3.078509912634408	null	0
5583	0	0	3.0768432459677415	580	0
5583	1	0	3.0875099126344083	null	0
5583	2	0	3.098176579301075	null	0
5583	3	0	3.108843245967742	null	0
5583	0	5471	3.078509912634408	580	0
5583	1	5471	3.089176579301075	null	0
5583	2	5471	3.0998432459677416	null	0
5583	3	5471	3.1105099126344085	null	0
5583	0	12735	3.078509912634408	580	0
5583	1	12735	3.089176579301075	null	0
5583	2	12735	3.0998432459677416	null	0
5583	3	12735	3.1105099126344085	null	0
5583	0	10488	3.078509912634408	580	0
5583	1	10488	3.089176579301075	null	0
5583	2	10488	3.0998432459677416	null	0
5583	3	10488	3.1105099126344085	null	0
5583	0	5464	3.078509912634408	580	0
5583	1	5464	3.089176579301075	null	0
5583	2	5464	3.0998432459677416	null	0
5583	3	5464	3.1105099126344085	null	0
5583	0	5741	3.078509912634408	580	0
5583	1	5741	3.089176579301075	null	0
5583	2	5741	3.0998432459677416	null	0
5583	3	5741	3.1105099126344085	null	0
5583	0	13075	3.078509912634408	580	0
